id,item_group_id,lang,stage,prompt_type,knowledge_mode,difficulty,inquiry,reference,context,multimodal_asset_paths
PR-EN-038-fe-kg,PR-EN-038-fe,en,problem_exploring,few_shot,kg,,What everyday activity involves moving in a circle and requires inward acceleration?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",hamster wheel playgroundcarousel playground,[]
PR-EN-039-co-base,PR-EN-039-co,en,problem_exploring,cot,none,,What everyday activity can you explore to understand the effects of centripetal acceleration?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",hamster wheel playgroundcarousel playground,[]
PR-EN-039-co-kg,PR-EN-039-co,en,problem_exploring,cot,kg,,How does changing the radius of a circular path affect the centripetal acceleration experienced by an object moving at a constant speed?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",hamster wheel playgroundcarousel playground,[]
PR-EN-040-dr-base,PR-EN-040-dr,en,problem_exploring,draft_critique_revise,none,,How can you design an experiment to measure the centripetal acceleration of an object in circular motion?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",hamster wheel playgroundcarousel playground,[]
PR-EN-040-dr-kg,PR-EN-040-dr,en,problem_exploring,draft_critique_revise,kg,,How does changing the radius of a circular path affect the centripetal acceleration experienced by an object moving at a constant angular velocity?,"[""How does changing the radius of a circular path affect the centripetal acceleration of an object moving at a constant speed?"", ""What real-world factors could influence the centripetal acceleration experienced by a vehicle taking a curved path, and how can these be measured?"", ""In what ways can we experimentally determine the relationship between mass, velocity, and centripetal acceleration for objects in circular motion?""]",hamster wheel playgroundcarousel playground,[]
PR-EN-041-ze-base,PR-EN-041-ze,en,problem_generating,zero_shot,none,easy,"A fan with a radius of 0.3 meters is operating, and its angular velocity over time is shown in the graph. At 15 seconds, the angular velocity is approximately 12 rad/s. Calculate the centripetal acceleration of a point on the edge of the fan blade at this time.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_01dd480f.png) and real-world image (fan10.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_01dd480f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan10.jpg""]"
PR-EN-041-ze-kg,PR-EN-041-ze,en,problem_generating,zero_shot,kg,easy,"A fan blade tip follows a circular path with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of the blade tip at 15 seconds when the angular velocity is 12 rad/s. Use the formula \( a = \omega^2 r \).","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_01dd480f.png) and real-world image (fan10.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_01dd480f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan10.jpg""]"
PR-EN-042-fe-base,PR-EN-042-fe,en,problem_generating,few_shot,none,easy,"A fan blade with a radius of 0.15 m is shown in the image. Using the graph, determine the centripetal acceleration of the blade at 10 seconds when the angular velocity is approximately 12 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_01dd480f.png) and real-world image (fan10.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_01dd480f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan10.jpg""]"
PR-EN-042-fe-kg,PR-EN-042-fe,en,problem_generating,few_shot,kg,easy,"A fan blade has a radius of 0.15 m. Using the graph, determine the centripetal acceleration at 10 seconds when the angular velocity is 12 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_01dd480f.png) and real-world image (fan10.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_01dd480f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan10.jpg""]"
PR-EN-043-co-base,PR-EN-043-co,en,problem_generating,cot,none,easy,"A fan has blades with a radius of 0.3 meters. According to the graph, the angular velocity of the fan reaches a maximum of 17 rad/s. Calculate the maximum centripetal acceleration experienced by a point on the tip of the fan blade.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_01dd480f.png) and real-world image (fan10.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_01dd480f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan10.jpg""]"
PR-EN-043-co-kg,PR-EN-043-co,en,problem_generating,cot,kg,easy,"A fan blade tip moves in a circular path with a radius of 0.3 meters. According to the graph, the angular velocity of the fan is 10 rad/s at 15 seconds. Calculate the centripetal acceleration of the blade tip at this time.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_01dd480f.png) and real-world image (fan10.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_01dd480f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan10.jpg""]"
PR-EN-044-dr-base,PR-EN-044-dr,en,problem_generating,draft_critique_revise,none,easy,"A fan has blades with a radius of 0.3 meters. According to the graph, the angular velocity of the fan reaches a steady phase of 15 rad/s. Calculate the centripetal acceleration of a point on the tip of a fan blade during this steady phase.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_01dd480f.png) and real-world image (fan10.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_01dd480f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan10.jpg""]"
PR-EN-044-dr-kg,PR-EN-044-dr,en,problem_generating,draft_critique_revise,kg,easy,"A fan blade tip follows a circular path with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of the blade tip at 10 seconds when the angular velocity is 12 rad/s. Use the formula \( a = \omega^2 r \).","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_01dd480f.png) and real-world image (fan10.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_01dd480f.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan10.jpg""]"
PR-EN-045-ze-base,PR-EN-045-ze,en,problem_generating,zero_shot,none,easy,"A fan with a radius of 0.3 meters is shown in the image. Using the graph, determine the centripetal acceleration of a point on the edge of the fan at 10 seconds, when the angular velocity is approximately 10 rad/s. Use the formula \( a_c = \omega^2 r \) to calculate the centripetal acceleration.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0a99e117.png) and real-world image (fan11.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0a99e117.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan11.jpg""]"
PR-EN-045-ze-kg,PR-EN-045-ze,en,problem_generating,zero_shot,kg,easy,"A fan blade tip moves in a circular path with a radius of 0.3 meters. According to the graph, the angular velocity of the fan reaches a maximum of 10 rad/s. Calculate the centripetal acceleration of the blade tip at this maximum angular velocity.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0a99e117.png) and real-world image (fan11.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0a99e117.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan11.jpg""]"
PR-EN-046-fe-base,PR-EN-046-fe,en,problem_generating,few_shot,none,easy,"A fan with a blade radius of 0.15 m is shown in the image. Using the graph, determine the centripetal acceleration of the fan blade at 10 seconds when the angular velocity is 8 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0a99e117.png) and real-world image (fan11.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0a99e117.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan11.jpg""]"
PR-EN-046-fe-kg,PR-EN-046-fe,en,problem_generating,few_shot,kg,easy,"A fan blade has a radius of 0.15 m. Using the graph, determine the centripetal acceleration of the blade tip when the angular velocity is 8 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0a99e117.png) and real-world image (fan11.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0a99e117.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan11.jpg""]"
PR-EN-047-co-base,PR-EN-047-co,en,problem_generating,cot,none,easy,"A fan has blades with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of a point on the tip of the blade at 10 seconds, when the angular velocity is approximately 10 rad/s. Use the formula \( a_c = \omega^2 r \) to calculate the centripetal acceleration.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0a99e117.png) and real-world image (fan11.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0a99e117.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan11.jpg""]"
PR-EN-047-co-kg,PR-EN-047-co,en,problem_generating,cot,kg,easy,"A fan blade tip moves in a circular path with a radius of 0.3 meters. According to the graph, the angular velocity of the fan increases from 2 rad/s to 10 rad/s over a period of 5 seconds. Calculate the change in centripetal acceleration of the blade tip during this time.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0a99e117.png) and real-world image (fan11.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0a99e117.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan11.jpg""]"
PR-EN-048-dr-base,PR-EN-048-dr,en,problem_generating,draft_critique_revise,none,easy,"A fan with a radius of 0.3 meters is shown in the image. Using the graph, determine the centripetal acceleration of a point on the edge of the fan at 10 seconds, when the angular velocity is approximately 10 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0a99e117.png) and real-world image (fan11.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0a99e117.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan11.jpg""]"
PR-EN-048-dr-kg,PR-EN-048-dr,en,problem_generating,draft_critique_revise,kg,easy,"A fan blade tip follows a circular path with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of the blade tip at 10 seconds when the angular velocity is 8 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0a99e117.png) and real-world image (fan11.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0a99e117.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan11.jpg""]"
PR-EN-049-ze-base,PR-EN-049-ze,en,problem_generating,zero_shot,none,easy,"A fan with blades of radius 0.3 meters is operating, and its angular velocity over time is shown in the graph. During the steady phase between 10 and 20 seconds, the angular velocity is approximately 12 rad/s. Calculate the centripetal acceleration of a point on the tip of a fan blade during this steady phase.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0b0749b8.png) and real-world image (fan2.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0b0749b8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan2.jpg""]"
PR-EN-049-ze-kg,PR-EN-049-ze,en,problem_generating,zero_shot,kg,easy,"A fan blade tip follows a circular path with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of the blade tip at 10 seconds when the angular velocity is approximately 12 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0b0749b8.png) and real-world image (fan2.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0b0749b8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan2.jpg""]"
PR-EN-050-fe-base,PR-EN-050-fe,en,problem_generating,few_shot,none,easy,A fan with a blade radius of 0.15 m operates with an angular velocity as shown in the graph. Calculate the centripetal acceleration of the blade at 10 seconds when the angular velocity is approximately 12 rad/s.,"[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0b0749b8.png) and real-world image (fan2.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0b0749b8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan2.jpg""]"
PR-EN-050-fe-kg,PR-EN-050-fe,en,problem_generating,few_shot,kg,easy,"A fan blade has a radius of 0.15 m. Using the graph, determine the centripetal acceleration of the blade tip at 10 seconds when the angular velocity is 12 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0b0749b8.png) and real-world image (fan2.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0b0749b8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan2.jpg""]"
PR-EN-051-co-base,PR-EN-051-co,en,problem_generating,cot,none,easy,"A fan has blades with a radius of 0.3 meters. According to the graph, the angular velocity of the fan reaches a steady phase of 15 rad/s at around 15 seconds. Calculate the centripetal acceleration of a point on the tip of the fan blade during this steady phase.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0b0749b8.png) and real-world image (fan2.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0b0749b8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan2.jpg""]"
PR-EN-051-co-kg,PR-EN-051-co,en,problem_generating,cot,kg,easy,"A fan blade tip moves in a circular path with a radius of 0.2 meters. Using the graph, determine the centripetal acceleration of the blade tip at 10 seconds when the angular velocity is 12 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0b0749b8.png) and real-world image (fan2.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0b0749b8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan2.jpg""]"
PR-EN-052-dr-base,PR-EN-052-dr,en,problem_generating,draft_critique_revise,none,easy,"A fan has blades with a radius of 0.3 meters. Using the graph, determine the centripetal acceleration of a point on the tip of the blade at 15 seconds, when the angular velocity is approximately 12 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0b0749b8.png) and real-world image (fan2.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0b0749b8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan2.jpg""]"
PR-EN-052-dr-kg,PR-EN-052-dr,en,problem_generating,draft_critique_revise,kg,easy,"A fan blade tip follows a circular path with a radius of 0.2 meters. Using the graph, determine the centripetal acceleration of the blade tip at 10 seconds when the angular velocity is approximately 12 rad/s. Use the formula \( a_c = \omega^2 r \).","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0b0749b8.png) and real-world image (fan2.jpg) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0b0749b8.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan2.jpg""]"
PR-EN-053-ze-base,PR-EN-053-ze,en,problem_generating,zero_shot,none,easy,"A fan is shown in the image with blades rotating at an angular velocity that changes over time as depicted in the graph. If the radius of the fan blades is 0.3 meters, calculate the centripetal acceleration of a point on the tip of the blade at 15 seconds, when the angular velocity is approximately 1.4 rad/s.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0c01cd0b.png) and real-world image (fan22.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0c01cd0b.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan22.png""]"
PR-EN-053-ze-kg,PR-EN-053-ze,en,problem_generating,zero_shot,kg,easy,"A fan blade tip moves in a circular path with a radius of 0.3 meters. According to the graph, the angular velocity of the fan reaches a maximum of 1.5 rad/s. Calculate the centripetal acceleration of the blade tip at this maximum angular velocity.","[""A car is moving in a circular path with a radius of 50 meters at a constant speed of 10 meters per second. Calculate the centripetal acceleration of the car."", ""A 0.5 kg ball is attached to a string and swung in a horizontal circle with a radius of 2 meters at a speed of 4 meters per second. What is the centripetal acceleration of the ball?"", ""A cyclist is riding around a circular track with a radius of 30 meters at a speed of 6 meters per second. Determine the centripetal acceleration experienced by the cyclist.""]",Difficulty: easy. Use the provided graph (graph_0c01cd0b.png) and real-world image (fan22.png) to construct one centripetal acceleration problem question.,"[""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\easy_graph\\graph_0c01cd0b.png"", ""E:\\G-Physolve\\G-Uphysic\\fastapi-gpt\\image_result\\fan22.png""]"
